,trial,condition,rt,ID
89,90,congruent,335,25
90,91,incongruent,501,25
91,92,congruent,425,25
92,93,incongruent,573,25
93,94,congruent,330,25
94,95,incongruent,565,25
95,96,congruent,403,25
96,97,incongruent,522,25
97,98,congruent,348,25
98,99,incongruent,543,25
99,100,incongruent,651,25
